Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,Mean_Area,Mean_NormPSM,Clean_Name,Category
A0A0D3DKC0,Serine hydroxymethyltransferase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,51.7,472627.8125,908930.6015625,1167038.9375,2.0,4.0,4.0,2.338675611877252,3.9003367003367004,3.573781384973184,849532.4505208334,3.270931232395712,Serine hydroxymethyltransferase,Other
A0A0D3DK93,"Photosystem II 22 kDa protein, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",28.0,0.0,510202.453125,693521.0,0.0,3.0,2.0,0.0,2.9252525252525254,1.786890692486592,401241.1510416667,1.5707144059130391,"Photosystem II 22 kDa protein, chloroplastic",Other
A0A0D3DK64,Fungal lipase-type domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,54.8,782452.859375,1587487.25,2137432.546875,5.0,4.0,7.0,5.846689029693129,3.9003367003367004,6.254117423703072,1502457.5520833333,5.333714384577633,Fungal lipase-type domain-containing protein,Other
A0A0D3DK37,Cysteine protease OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,50.6,1498023.484375,1488926.1875,0.0,7.0,6.0,0.0,8.18536464157038,5.850505050505051,0.0,995649.890625,4.6786232306918105,Cysteine protease,Other
A0A0D3DJP5,Ras-related protein Rab7 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,23.1,1586649.25,2114697.625,3860882.75,4.0,5.0,6.0,4.677351223754504,4.875420875420875,5.360672077459776,2520743.2083333335,4.971148058878384,Ras-related protein Rab7,Vesicle/Transport
A0A0D3DJ65,"Oxygen-evolving enhancer protein 2, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",27.9,2464393.4375,1394736.9921875,0.0,5.0,5.0,0.0,5.846689029693129,4.875420875420875,0.0,1286376.8098958333,3.5740366350380017,"Oxygen-evolving enhancer protein 2, chloroplastic",Other
A0A0D3DIT7,Malate dehydrogenase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,35.8,63356.98046875,264334.5,68061.2734375,14.0,10.0,14.0,16.37072928314076,9.75084175084175,12.508234847406143,131917.58463541666,12.876601960462885,Malate dehydrogenase,Metabolism
A0A0D3DIE9,Fructose-bisphosphate aldolase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,43.0,11144532.0,9842684.0,11439447.0,55.0,48.0,47.0,64.31357932662442,46.80404040404041,41.99193127343491,10808887.666666666,51.036517001366576,Fructose-bisphosphate aldolase,Other
A0A0D3DHW4,Phospholipase D OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,97.8,0.0,803023.90625,694389.7578125,0.0,5.0,4.0,0.0,4.875420875420875,3.573781384973184,499137.8880208333,2.8164007534646864,Phospholipase D,Other
A0A0D3DHS1,catalase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,51.7,0.0,0.0,477403.5625,0.0,15.0,17.0,0.0,14.626262626262626,15.18857088613603,159134.52083333334,9.938277837466218,catalase,Antioxidant/Redox
A0A0D3DHM0,V-type proton ATPase subunit H OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,51.2,0.0,1054782.75,2083596.0625,0.0,3.0,5.0,0.0,2.9252525252525254,4.4672267312164795,1046126.2708333334,2.464159752156335,V-type proton ATPase subunit H,Vesicle/Transport
A0A0D3DGZ0,Xyloglucan endotransglucosylase/hydrolase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,31.6,1479957.625,1875696.125,2572012.0,6.0,5.0,6.0,7.016026835631756,4.875420875420875,5.360672077459776,1975888.5833333333,5.750706596170802,Xyloglucan endotransglucosylase/hydrolase,Other
A0A0D3DGP5,Nucleoside phosphorylase domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,38.5,43230270.375,46349963.59375,61488096.1875,29.0,29.0,28.0,33.910796372220155,28.27744107744108,25.016469694812287,50356110.052083336,29.068235714824507,Nucleoside phosphorylase domain-containing protein,Other
A0A0D3DGE8,Phytocyanin domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,59.2,6879567.5,8228423.8125,14320011.625,13.0,12.0,17.0,15.201391477202138,11.701010101010102,15.18857088613603,9809334.3125,14.030324154782756,Phytocyanin domain-containing protein,Other
A0A0D3DGC8,DDRGK domain-containing protein 1 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,69.3,3487372.765625,11528383.25,10961840.75,7.0,9.0,7.0,8.18536464157038,8.775757575757575,6.254117423703072,8659198.921875,7.738413213677009,DDRGK domain-containing protein 1,Other
A0A0D3DG52,Plectin/eS10 N-terminal domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,19.8,553604.296875,1485622.4375,3006526.625,3.0,4.0,4.0,3.508013417815878,3.9003367003367004,3.573781384973184,1681917.7864583333,3.6607105010419208,Plectin/eS10 N-terminal domain-containing protein,Other
A0A0D3DG42,ascorbate ferrireductase (transmembrane) OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,25.4,0.0,1441821.234375,0.0,0.0,2.0,0.0,0.0,1.9501683501683502,0.0,480607.078125,0.6500561167227834,ascorbate ferrireductase (transmembrane),Antioxidant/Redox
A0A0D3DFM5,Aquaporin OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.5,1967120.15625,5322329.875,4340207.5,7.0,10.0,8.0,8.18536464157038,9.75084175084175,7.147562769946368,3876552.5104166665,8.361256387452833,Aquaporin,Vesicle/Transport
A0A0D3DF71,Tripeptidyl-peptidase 2 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,153.6,0.0,490025.03125,5233225.5,0.0,7.0,11.0,0.0,6.825589225589226,9.827898808676254,1907750.1770833333,5.551162678088493,Tripeptidyl-peptidase 2,Other
A0A0D3DF59,Plasma membrane-associated cation-binding protein 1 OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,25.2,1781431.25,1638136.5625,2154562.0,6.0,6.0,5.0,7.016026835631756,5.850505050505051,4.4672267312164795,1858043.2708333333,5.777919539117762,Plasma membrane-associated cation-binding protein 1,Other
A0A0D3DEX5,Ribosomal protein L5 C-terminal domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,20.8,10508491.9375,22776880.625,35951314.75,14.0,15.0,12.0,16.37072928314076,14.626262626262626,10.721344154919551,23078895.770833332,13.90611202144098,Ribosomal protein L5 C-terminal domain-containing protein,Protein Synthesis
A0A0D3DDY5,Proteasome subunit alpha type OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,27.3,0.0,0.0,288977.3125,0.0,11.0,9.0,0.0,10.725925925925926,8.041008116189664,96325.77083333333,6.255644680705196,Proteasome subunit alpha type,Other
A0A0D3DDR1,KOW domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,16.8,3763890.46875,11844512.625,15099307.5625,9.0,11.0,15.0,10.524040253447634,10.725925925925926,13.40168019364944,10235903.552083334,11.550548791007666,KOW domain-containing protein,Other
A0A0D3DDK7,ribulose-phosphate 3-epimerase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.3,649138.40625,1028200.9375,1290875.375,2.0,4.0,4.0,2.338675611877252,3.9003367003367004,3.573781384973184,989404.90625,3.270931232395712,ribulose-phosphate 3-epimerase,Other
A0A0D3DD94,40S ribosomal protein S11 N-terminal domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,43.0,1379956.65625,3798117.09375,7064488.0,7.0,10.0,10.0,8.18536464157038,9.75084175084175,8.934453462432959,4080853.9166666665,8.956886618281697,40S ribosomal protein S11 N-terminal domain-containing protein,Protein Synthesis
A0A0D3DBD3,"Chlorophyll a-b binding protein, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",28.7,861921.5,3596127.34375,0.0,5.0,8.0,0.0,5.846689029693129,7.800673400673401,0.0,1486016.28125,4.549120810122177,"Chlorophyll a-b binding protein, chloroplastic",Other
A0A0D3DAW5,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,49.6,0.0,1244212.3125,0.0,0.0,5.0,0.0,0.0,4.875420875420875,0.0,414737.4375,1.6251402918069584,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,Metabolism
A0A0D3DAG3,Ribulose bisphosphate carboxylase large chain OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,24.6,1644132771.69141,3209583233.30273,5842221407.46484,296.0,382.0,418.0,346.1239905578333,372.48215488215493,373.46015472969765,3565312470.81966,364.022100056562,Ribulose bisphosphate carboxylase large chain,Other
A0A0D3D9S6,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,24.8,0.0,3725841.25,1934742.3125,0.0,3.0,4.0,0.0,2.9252525252525254,3.573781384973184,1886861.1875,2.166344636741903,Uncharacterized protein,Other
A0A0D3D9N2,60S ribosomal protein L3 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,44.6,1528646.640625,24905790.9375,50187283.75,9.0,32.0,41.0,10.524040253447634,31.202693602693603,36.63125919597513,25540573.776041668,26.119331017372122,60S ribosomal protein L3,Protein Synthesis
A0A0D3D8Y7,Epithiospecifier protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,37.7,5892045.46875,9286259.28125,9800585.3125,17.0,17.0,16.0,19.878742700956643,16.576430976430977,14.295125539892735,8326296.6875,16.916766405760118,Epithiospecifier protein,Other
A0A0D3D8X0,Tubulin beta chain OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,53.4,1655654.71875,254929.546875,1245227.6875,8.0,11.0,14.0,9.354702447509007,10.725925925925926,12.508234847406143,1051937.3177083333,10.862954406947026,Tubulin beta chain,Other
A0A0D3D7X1,"Ferredoxin--NADP reductase, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",39.8,12443360.0390625,11257425.0,13595453.53125,29.0,24.0,20.0,33.910796372220155,23.402020202020203,17.868906924865918,12432079.5234375,25.060574499702096,"Ferredoxin--NADP reductase, chloroplastic",Antioxidant/Redox
A0A0D3D7U9,Vacuolar proton pump subunit B OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,53.4,5145105.3203125,14932520.453125,17286525.03125,23.0,30.0,24.0,26.894769536588395,29.252525252525253,21.442688309839102,12454716.934895834,25.863327699650913,Vacuolar proton pump subunit B,Other
A0A0D3D7T0,Catalase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,112.3,8330819.9375,19780128.84375,43686621.4375,26.0,38.0,45.0,30.402782954404277,37.053198653198656,40.205040580948314,23932523.40625,35.88700739618375,Catalase,Antioxidant/Redox
A0A0D3D7E8,MBD domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,89.1,0.0,1685129.125,3130420.046875,0.0,6.0,8.0,0.0,5.850505050505051,7.147562769946368,1605183.0572916667,4.332689273483806,MBD domain-containing protein,Other
A0A0D3D5L8,Photosystem I reaction center subunit III OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,23.7,445888.65625,791254.9375,1588160.0,7.0,8.0,9.0,8.18536464157038,7.800673400673401,8.041008116189664,941767.8645833334,8.009015386144481,Photosystem I reaction center subunit III,Other
A0A0D3D5B9,Adenosylhomocysteinase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,56.9,430075.03125,771764.25,0.0,13.0,16.0,0.0,15.201391477202138,15.601346801346802,0.0,400613.09375,10.26757942618298,Adenosylhomocysteinase,Other
A0A0D3D530,H(+)-transporting two-sector ATPase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,38.8,2299431.5234375,4540120.140625,5179919.15625,8.0,13.0,10.0,9.354702447509007,12.676094276094277,8.934453462432959,4006490.2734375,10.32175006201208,H(+)-transporting two-sector ATPase,Vesicle/Transport
A0A0D3D4R1,Large ribosomal subunit protein uL18 C-terminal eukaryotes domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,34.6,321285.53125,2482616.578125,10435408.15625,12.0,30.0,34.0,14.032053671263512,29.252525252525253,30.37714177227206,4413103.421875,24.553906898686943,Large ribosomal subunit protein uL18 C-terminal eukaryotes domain-containing protein,Protein Synthesis
A0A0D3D4Q4,Glucose-1-phosphate adenylyltransferase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,57.3,1598046.9375,3018065.96875,3418620.625,3.0,6.0,5.0,3.508013417815878,5.850505050505051,4.4672267312164795,2678244.5104166665,4.608581733179136,Glucose-1-phosphate adenylyltransferase,Other
A0A0D3D4D5,Proteasome subunit alpha type OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,27.3,1019246.4375,1111994.0,991915.25,21.0,14.0,14.0,24.556093924711146,13.651178451178453,12.508234847406143,1041051.8958333334,16.905169074431914,Proteasome subunit alpha type,Other
A0A0D3D4C8,"Enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",40.8,2869780.3125,1460200.46875,1161053.78125,9.0,4.0,3.0,10.524040253447634,3.9003367003367004,2.680336038729888,1830344.8541666667,5.701570997504741,"Enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic",Antioxidant/Redox
A0A0D3D3J6,LysM domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,38.8,1255737.671875,2003041.71875,1183167.34375,5.0,5.0,3.0,5.846689029693129,4.875420875420875,2.680336038729888,1480648.9114583333,4.467481981281297,LysM domain-containing protein,Other
A0A0D3D368,Large ribosomal subunit protein uL2 C-terminal domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,27.9,2110023.09375,13890490.4375,0.0,6.0,12.0,0.0,7.016026835631756,11.701010101010102,0.0,5333504.510416667,6.239012312213952,Large ribosomal subunit protein uL2 C-terminal domain-containing protein,Protein Synthesis
A0A0D3D2T1,Plasma membrane ATPase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,104.3,0.0,3485745.90625,0.0,0.0,33.0,0.0,0.0,32.17777777777778,0.0,1161915.3020833333,10.725925925925926,Plasma membrane ATPase,Vesicle/Transport
A0A0D3D1P5,V-type proton ATPase catalytic subunit A OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,68.6,0.0,0.0,494481.625,0.0,33.0,32.0,0.0,32.17777777777778,28.59025107978547,164827.20833333334,20.25600961918775,V-type proton ATPase catalytic subunit A,Vesicle/Transport
A0A0D3D1P0,Bulb-type lectin domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,50.2,8173104.625,8984546.75,6306810.96875,16.0,16.0,13.0,18.709404895018015,15.601346801346802,11.614789501162846,7821487.447916667,15.30851373250922,Bulb-type lectin domain-containing protein,Other
A0A0D3D1M2,DNA polymerase delta subunit 3 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,87.6,3378530.078125,5507280.96875,10985211.5625,6.0,8.0,11.0,7.016026835631756,7.800673400673401,9.827898808676254,6623674.203125,8.214866348327137,DNA polymerase delta subunit 3,Other
A0A0D3D125,Dehydrin OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,21.9,3593946.203125,7625803.0,8591188.0625,9.0,12.0,10.0,10.524040253447634,11.701010101010102,8.934453462432959,6603645.755208333,10.386501272296899,Dehydrin,Other
A0A0D3D123,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,59.8,1438716.765625,2435058.75,756084.71875,10.0,9.0,3.0,11.693378059386259,8.775757575757575,2.680336038729888,1543286.7447916667,7.716490557957908,Uncharacterized protein,Other
A0A0D3D0Y9,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,10.7,0.0,646099.390625,1777237.890625,0.0,3.0,7.0,0.0,2.9252525252525254,6.254117423703072,807779.09375,3.059789982985199,Uncharacterized protein,Other
A0A0D3D0B8,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,17.4,1762894.6875,2066382.1875,0.0,4.0,3.0,0.0,4.677351223754504,2.9252525252525254,0.0,1276425.625,2.53420124966901,Uncharacterized protein,Other
A0A0D3D0B2,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,23.2,7484541.25,9964291.25,8530058.5,6.0,8.0,7.0,7.016026835631756,7.800673400673401,6.254117423703072,8659630.333333334,7.023605886669409,Uncharacterized protein,Other
A0A0D3D040,Small ribosomal subunit protein uS2 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,32.0,6825992.25,11484809.6875,19031598.6875,16.0,14.0,17.0,18.709404895018015,13.651178451178453,15.18857088613603,12447466.875,15.849718077444166,Small ribosomal subunit protein uS2,Protein Synthesis
A0A0D3D022,CRAL-TRIO domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,63.1,2791920.75,7475827.93945313,7597734.0625,32.0,35.0,26.0,37.41880979003603,34.12794612794613,23.229579002325693,5955160.91731771,31.592111640102615,CRAL-TRIO domain-containing protein,Other
A0A0D3CZE6,Band 7 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,31.3,2138582.40625,2288699.9375,2970581.90625,12.0,10.0,12.0,14.032053671263512,9.75084175084175,10.721344154919551,2465954.75,11.501413192341603,Band 7 domain-containing protein,Other
A0A0D3CZ86,Leucine-rich repeat-containing N-terminal plant-type domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,52.1,705419.78125,749970.46875,0.0,5.0,5.0,0.0,5.846689029693129,4.875420875420875,0.0,485130.0833333333,3.5740366350380017,Leucine-rich repeat-containing N-terminal plant-type domain-containing protein,Other
A0A0D3CYU7,glycerate dehydrogenase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,82.3,10781067.328125,13993184.40625,15811735.1015625,34.0,27.0,27.0,39.757485401913286,26.327272727272728,24.12302434856899,13528662.278645834,30.069260825918334,glycerate dehydrogenase,Metabolism
A0A0D3CYL6,lactoylglutathione lyase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,38.3,4108371.3125,1983378.75,1026597.84375,19.0,11.0,8.0,22.217418312833892,10.725925925925926,7.147562769946368,2372782.6354166665,13.36363566956873,lactoylglutathione lyase,Antioxidant/Redox
A0A0D3CYA3,Isocitrate dehydrogenase [NADP] OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,46.0,3313059.015625,2387781.265625,3222950.28125,8.0,10.0,6.0,9.354702447509007,9.75084175084175,5.360672077459776,2974596.8541666665,8.155405425270176,Isocitrate dehydrogenase [NADP],Metabolism
A0A0D3CY53,glycerophosphodiester phosphodiesterase OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,82.7,4718694.796875,6942532.609375,6173456.0625,12.0,11.0,11.0,14.032053671263512,10.725925925925926,9.827898808676254,5944894.489583333,11.528626135288564,glycerophosphodiester phosphodiesterase,Other
A0A0D3CY38,"50S ribosomal protein L22, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",19.8,407423.63671875,2339773.6875,5119315.0625,4.0,4.0,7.0,4.677351223754504,3.9003367003367004,6.254117423703072,2622170.7955729165,4.943935115931425,"50S ribosomal protein L22, chloroplastic",Protein Synthesis
A0A0D3CXL6,Uncharacterized protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,24.9,0.0,8253954.359375,22588693.96875,0.0,12.0,12.0,0.0,11.701010101010102,10.721344154919551,10280882.776041666,7.474118085309885,Uncharacterized protein,Other
A0A0D3CXF9,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,16.5,0.0,516270.59375,2338099.8125,0.0,6.0,8.0,0.0,5.850505050505051,7.147562769946368,951456.8020833334,4.332689273483806,Large ribosomal subunit protein uL15/eL18 domain-containing protein,Protein Synthesis
A0A0D3CWE6,Malic enzyme OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,71.4,0.0,554866.0625,0.0,0.0,3.0,0.0,0.0,2.9252525252525254,0.0,184955.35416666666,0.9750841750841751,Malic enzyme,Other
A0A0D3CW24,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,12.2,2375093.9375,5583979.03125,12067736.1875,5.0,9.0,10.0,5.846689029693129,8.775757575757575,8.934453462432959,6675603.052083333,7.852300022627888,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein,Protein Synthesis
A0A0D3CW05,14-3-3 domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,29.2,0.0,940631.6875,1446532.828125,0.0,12.0,14.0,0.0,11.701010101010102,12.508234847406143,795721.5052083334,8.069748316138748,14-3-3 domain-containing protein,Other
A0A0D3CVZ7,Glutathione S-transferase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,24.7,2563966.3125,4076768.8125,5092896.875,8.0,8.0,8.0,9.354702447509007,7.800673400673401,7.147562769946368,3911210.6666666665,8.10097953937626,Glutathione S-transferase,Antioxidant/Redox
A0A0D3CVH6,ABC transporter domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,163.5,2169074.421875,3027352.75,3453647.5,10.0,12.0,11.0,11.693378059386259,11.701010101010102,9.827898808676254,2883358.2239583335,11.074095656357537,ABC transporter domain-containing protein,Vesicle/Transport
A0A0D3CVH2,Lipoxygenase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,102.9,0.0,3375641.703125,4441055.515625,0.0,5.0,3.0,0.0,4.875420875420875,2.680336038729888,2605565.7395833335,2.5185856380502543,Lipoxygenase,Other
A0A0D3CVE9,snRNP core protein D2 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,45.2,5404912.18359375,16961247.3828125,38784498.6445313,12.0,17.0,22.0,14.032053671263512,16.576430976430977,19.65579761735251,20383552.736979183,16.754760755015667,snRNP core protein D2,Other
A0A0D3CV53,"Chlorophyll a-b binding protein, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",27.6,0.0,2635572.203125,6459056.4375,0.0,12.0,12.0,0.0,11.701010101010102,10.721344154919551,3031542.8802083335,7.474118085309885,"Chlorophyll a-b binding protein, chloroplastic",Other
A0A0D3CV17,Proteasome subunit beta OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,24.6,2919709.7265625,2914880.375,6085244.65625,9.0,8.0,10.0,10.524040253447634,7.800673400673401,8.934453462432959,3973278.2526041665,9.086389038851332,Proteasome subunit beta,Other
A0A0D3CUB0,"glucan endo-1,3-beta-D-glucosidase OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",37.8,1263914.2109375,1179670.90625,637375.890625,7.0,6.0,4.0,8.18536464157038,5.850505050505051,3.573781384973184,1026987.0026041666,5.869883692349538,"glucan endo-1,3-beta-D-glucosidase",Other
A0A0D3CU21,Ferritin OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,27.7,0.0,2422297.75,332301.9375,5.0,4.0,3.0,5.846689029693129,3.9003367003367004,2.680336038729888,918199.8958333334,4.1424539229199056,Ferritin,Other
A0A0D3CTW2,"Chlorophyll a-b binding protein, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",26.1,1059224.15039063,2493693.1875,5217187.78125,5.0,5.0,8.0,5.846689029693129,4.875420875420875,7.147562769946368,2923368.3730468764,5.956557558353457,"Chlorophyll a-b binding protein, chloroplastic",Other
A0A0D3CTS1,Large ribosomal subunit protein bL17c OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,23.0,0.0,2257333.25,0.0,0.0,4.0,0.0,0.0,3.9003367003367004,0.0,752444.4166666666,1.3001122334455668,Large ribosomal subunit protein bL17c,Protein Synthesis
A0A0D3CSW6,"Ribulose bisphosphate carboxylase small subunit, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 GN=RBCS PE=3 SV=1",20.3,26954380.765625,55288524.921875,114544711.0,61.0,74.0,101.0,71.32960616225618,72.15622895622896,90.2379799705729,65595872.229166664,77.90793836301934,"Ribulose bisphosphate carboxylase small subunit, chloroplastic",Other
A0A0D3CSF1,"RuBisCO large subunit-binding protein subunit beta, chloroplastic OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1",63.9,1848064.65625,1329860.0,2710133.6875,52.0,50.0,51.0,60.80556590880855,48.754208754208754,45.56571265840809,1962686.1145833333,51.708495773808465,"RuBisCO large subunit-binding protein subunit beta, chloroplastic",Other
A0A0D3CS70,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,22.0,180041.703125,1119786.71875,3819912.25,5.0,10.0,13.0,5.846689029693129,9.75084175084175,11.614789501162846,1706580.2239583333,9.070773427232576,Large ribosomal subunit protein uL6 alpha-beta domain-containing protein,Protein Synthesis
A0A0D3CRX6,40S ribosomal protein S18 OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,15.4,412255.40625,968852.6875,2007448.375,6.0,9.0,11.0,7.016026835631756,8.775757575757575,9.827898808676254,1129518.8229166667,8.539894406688529,40S ribosomal protein S18,Protein Synthesis
A0A0D3CRS4,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,47.8,463848.71875,1969518.484375,3505775.15625,4.0,8.0,10.0,4.677351223754504,7.800673400673401,8.934453462432959,1979714.1197916667,7.137492695620288,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,Metabolism
A0A0D3CRB4,Phospholipase D OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,91.7,204831.546875,508495.125,592978.75,8.0,13.0,13.0,9.354702447509007,12.676094276094277,11.614789501162846,435435.140625,11.215195408255378,Phospholipase D,Other
A0A0D3CQW8,Acetyltransferase component of pyruvate dehydrogenase complex OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,58.4,0.0,835116.3125,0.0,0.0,2.0,0.0,0.0,1.9501683501683502,0.0,278372.1041666667,0.6500561167227834,Acetyltransferase component of pyruvate dehydrogenase complex,Metabolism
A0A0D3CQU9,Epithiospecifier protein OS=Brassica oleracea var. oleracea OX=109376 PE=4 SV=1,37.7,861041.3125,504319.71875,573766.6875,7.0,6.0,5.0,8.18536464157038,5.850505050505051,4.4672267312164795,646375.90625,6.16769880776397,Epithiospecifier protein,Other
A0A0D3CQU2,Myrosinase-associated protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,42.8,10532694.9375,11884571.0,12941870.28125,20.0,19.0,16.0,23.386756118772517,18.526599326599328,14.295125539892735,11786378.739583334,18.73616032842153,Myrosinase-associated protein,Other
A0A0D3CQS8,Proteasome subunit alpha type OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,31.2,2189789.734375,0.0,302756.0,8.0,8.0,7.0,9.354702447509007,7.800673400673401,6.254117423703072,830848.578125,7.803164423961827,Proteasome subunit alpha type,Other
A0A0D3CQL2,Legume lectin domain-containing protein OS=Brassica oleracea var. oleracea OX=109376 PE=3 SV=1,30.7,2300810.4375,3597641.34375,2435147.0625,7.0,7.0,5.0,8.18536464157038,6.825589225589226,4.4672267312164795,2777866.28125,6.492726866125362,Legume lectin domain-containing protein,Other
