Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,AVERAGE_NormPSM,SD_NormPSM,Functional_Category,SEM_NormPSM
A0A8J5L0R6,"Formate dehydrogenase, mitochondrial OS=Zingiber officinale OX=94328 GN=ZIOFF_040180 PE=3 SV=1",53.3,5525670.0,7683257.796875,6071038.875,10.0,14.0,16.0,10.677400638236147,13.658581842279656,15.407639979068552,13.247874153194786,2.391715212937076,Other,1.380857422014144
A0A8J5KZS3,Monocopper oxidase-like protein SKU5 OS=Zingiber officinale OX=94328 GN=ZIOFF_038878 PE=3 SV=1,74.7,1696490.5,469122.40625,0.0,5.0,3.0,,5.3387003191180735,2.9268389662027836,0.0,4.132769642660429,1.705443517928163,Other,0.9846382741635273
A0A8J5KZG2,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_043255 PE=3 SV=1,12.6,2322673.15625,1176383.515625,1973930.75,6.0,5.0,4.0,6.406440382941688,4.878064943671306,3.851909994767138,5.045471773793377,1.2854669039323603,Other,0.7421646630197031
A0A8J5KZ31,TRASH domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_042098 PE=3 SV=1,18.5,5137087.0,5604387.5,6950346.734375,13.0,15.0,17.0,13.880620829706992,14.634194831013914,16.370617477760334,14.961811046160413,1.2769182100469112,Other,0.7372290723037194
A0A8J5KYY3,peroxidase OS=Zingiber officinale OX=94328 GN=ZIOFF_041627 PE=3 SV=1,41.0,1422565.6875,1370592.6875,1293494.71875,15.0,15.0,16.0,16.01610095735422,14.634194831013914,15.407639979068552,15.352645255812229,0.6925925571313526,Antioxidant,0.3998684992985177
A0A8J5KYW8,60S ribosomal protein L7a OS=Zingiber officinale OX=94328 GN=ZIOFF_041914 PE=3 SV=1,31.4,42457907.5625,32287519.15625,47799766.75,48.0,50.0,49.0,51.251523063533504,48.780649436713055,47.18589743589743,49.07268997871466,2.0484857077002636,Protein Synthesis,1.1826937747718482
A0A8J5KY37,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_035904 PE=3 SV=1,28.3,1031106.25,276678.65625,678018.625,8.0,6.0,6.0,8.541920510588918,5.853677932405567,5.777864992150707,6.724487811715064,1.5743992859752765,Other,0.9089798515697806
A0A8J5KY20,60S ribosomal protein L35 OS=Zingiber officinale OX=94328 GN=ZIOFF_042592 PE=3 SV=1,18.5,0.0,9412602.0,0.0,,12.0,,0.0,11.707355864811134,0.0,11.707355864811134,0.0,Protein Synthesis,0.0
A0A8J5KXX3,Enoyl reductase (ER) domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_048762 PE=3 SV=1,39.7,660299.9375,1939879.046875,2146453.578125,7.0,8.0,9.0,7.4741804467653035,7.804903909874088,8.66679748822606,7.98196061495515,0.6157074463625344,Antioxidant,0.3554788598994663
A0A8J5KXW5,Nucleolar protein 56 OS=Zingiber officinale OX=94328 GN=ZIOFF_045061 PE=3 SV=1,64.6,1333871.046875,4695116.65234375,0.0,6.0,9.0,,6.406440382941688,8.78051689860835,0.0,7.59347864077502,1.6787256032836253,Other,0.969212678951318
A0A8J5KX55,"Triosephosphate isomerase, cytosolic OS=Zingiber officinale OX=94328 GN=ZIOFF_048959 PE=3 SV=1",31.6,0.0,232433.61328125,277739.625,,2.0,3.0,0.0,1.951225977468522,2.8889324960753533,2.4200792367719375,0.6630586380697215,Other,0.3828170831780604
A0A8J5KVI7,Ribosomal protein OS=Zingiber officinale OX=94328 GN=ZIOFF_040826 PE=3 SV=1,26.6,28986122.0,26620755.25,28443659.875,31.0,35.0,45.0,33.09994197853206,34.14645460569914,43.333987441130304,36.860128008453835,5.63089150448181,Protein Synthesis,3.25099672589015
A0A8J5KVC4,KH type-2 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_040623 PE=3 SV=1,26.0,287629129.125,1514688.625,2469839.25,72.0,66.0,71.0,76.87728459530027,64.39045725646123,68.3714024071167,69.8797147529594,6.378594582426493,Other,3.682683299215425
A0A8J5KVB3,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_049542 PE=3 SV=1,43.1,14448301.125,13953992.125,13372519.0,52.0,52.0,52.0,55.522483318827966,50.73187541418157,50.074829931972786,52.10972955499411,2.9737339122464146,Protein Synthesis,1.7168860747337866
A0A8J5KV68,KH type-2 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_049415 PE=3 SV=1,26.0,0.0,2355145.75,2678810.0,,68.0,72.0,0.0,66.34168323392976,69.33437990580848,67.83803156986912,2.116156110719854,Other,1.2217633001713792
A0A8J5KUJ1,Tr-type G domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_039740 PE=4 SV=1,93.9,3132533.53125,1866701.9140625,894132.78125,6.0,6.0,3.0,6.406440382941688,5.853677932405567,2.8889324960753533,5.049683603807536,1.8915656461923454,Other,1.0920959350189992
A0A8J5KTU7,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_050769 PE=3 SV=1,69.8,2593859.03125,1066948.875,645607.6875,9.0,9.0,6.0,9.609660574412533,8.78051689860835,5.777864992150707,8.056014155057197,2.0160214570088684,Other,1.1639505308961318
A0A8J5KTM6,Proteasome subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_047373 PE=3 SV=1,23.4,12374161.625,5005382.375,11605117.28125,15.0,8.0,10.0,16.01610095735422,7.804903909874088,9.629774986917845,11.150259951382049,4.3115942681922155,Other,2.489300111377223
A0A8J5KTL3,Sucrose synthase OS=Zingiber officinale OX=94328 GN=ZIOFF_039373 PE=3 SV=1,92.7,0.0,553464.34375,516238.84375,,38.0,33.0,0.0,37.07329357190192,31.778257456828882,34.4257755143654,3.7441559435958176,Other,2.1616894419229826
A0A8J5KQW5,RNA helicase OS=Zingiber officinale OX=94328 GN=ZIOFF_043906 PE=4 SV=1,143.9,482490.875,229188.265625,501763.75,3.0,2.0,2.0,3.203220191470844,1.951225977468522,1.925954997383569,2.3601337221076446,0.7302436249130104,Other,0.4216063534175347
A0A8J5KQK8,Guanosine nucleotide diphosphate dissociation inhibitor OS=Zingiber officinale OX=94328 GN=ZIOFF_047582 PE=3 SV=1,49.8,247788.78125,192579.578125,185036.984375,5.0,7.0,9.0,5.3387003191180735,6.829290921139828,8.66679748822606,6.944929576161321,1.6670593617677596,Other,0.9624771712717017
A0A8J5KP54,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_054162 PE=3 SV=1,27.3,2659749.4375,2389369.25,3001141.5859375,16.0,15.0,21.0,17.083841021177836,14.634194831013914,20.222527472527474,17.31352110823974,2.8012372507244296,Other,1.6172950807697568
A0A8J5KNQ8,Glucose-6-phosphate isomerase OS=Zingiber officinale OX=94328 GN=ZIOFF_042408 PE=3 SV=1,71.0,692689.078125,958601.984375,0.0,4.0,6.0,,4.270960255294459,5.853677932405567,0.0,5.062319093850013,1.1191504021890892,Other,0.6461417859675487
A0A8J5KMQ2,40S ribosomal protein S29 OS=Zingiber officinale OX=94328 GN=ZIOFF_053022 PE=3 SV=1,35.3,0.0,2481259.5,0.0,,4.0,,0.0,3.902451954937044,0.0,3.902451954937044,0.0,Protein Synthesis,0.0
A0A8J5KLK1,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_049734 PE=3 SV=1,70.3,6777251.515625,6069932.8671875,10176007.1875,25.0,30.0,27.0,26.69350159559037,29.26838966202783,26.00039246467818,27.32076124076546,1.7219298526131013,Other,0.9941566639318267
A0A8J5KL86,Proteasome subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_060727 PE=3 SV=1,24.3,3501286.0546875,2206297.03125,6346036.046875,13.0,12.0,14.0,13.880620829706992,11.707355864811134,13.481684981684982,13.023220558734371,1.1568977362950132,Other,0.6679352194747946
A0A8J5KKY4,ABC transporter domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_057369 PE=3 SV=1,168.8,848081.15625,918549.408203125,531029.8125,3.0,6.0,3.0,3.203220191470844,5.853677932405567,2.8889324960753533,3.981943539983922,1.6285688243668965,Transport,0.9402546491420601
A0A8J5KJB4,Coatomer subunit beta' OS=Zingiber officinale OX=94328 GN=ZIOFF_054268 PE=3 SV=1,102.5,1370988.3125,1485863.1875,1129784.3125,21.0,16.0,16.0,22.42254134029591,15.609807819748177,15.407639979068552,17.813329713037547,3.99297405796626,Other,2.305344647234013
A0A8J5KJ38,Sigma 54 modulation/S30EA ribosomal protein C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_054016 PE=3 SV=1,33.7,327336.53125,393142.15625,392033.15625,3.0,4.0,2.0,3.203220191470844,3.902451954937044,1.925954997383569,3.0105423812638192,1.0022368032127766,Protein Synthesis,0.5786416881266466
A0A8J5KIP5,RNA helicase OS=Zingiber officinale OX=94328 GN=ZIOFF_057720 PE=3 SV=1,49.8,22772487.5234375,22086915.1328125,13975457.4140625,8.0,9.0,9.0,8.541920510588918,8.78051689860835,8.66679748822606,8.66307829914111,0.11934166652752569,Other,0.0689019432952055
A0A8J5KIJ2,40S ribosomal protein S19 OS=Zingiber officinale OX=94328 GN=ZIOFF_058716 PE=3 SV=1,16.0,4273190.8125,5509238.5,6012249.5,18.0,12.0,11.0,19.219321148825067,11.707355864811134,10.592752485609628,13.839809833081944,4.692008276888273,Protein Synthesis,2.7089322417013966
A0A8J5KIA2,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_057232 PE=3 SV=1,37.1,2058973.8125,933286.734375,2253775.4375,7.0,8.0,10.0,7.4741804467653035,7.804903909874088,9.629774986917845,8.30295311451908,1.1608990968510169,Other,0.670245406068928
A0A8J5KHY8,Malate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_060860 PE=3 SV=1,213.2,128269.546875,442542.8125,0.0,11.0,10.0,10.0,11.745140702059762,9.756129887342611,9.629774986917845,10.37701519210674,1.1865146220984817,Other,0.6850345364659856
A0A8J5KHT5,T-complex protein 1 subunit eta OS=Zingiber officinale OX=94328 GN=ZIOFF_058365 PE=3 SV=1,60.5,0.0,1781211.1484375,0.0,,2.0,,0.0,1.951225977468522,0.0,1.951225977468522,0.0,Other,0.0
A0A8J5KHL0,Aconitate hydratase OS=Zingiber officinale OX=94328 GN=ZIOFF_058213 PE=3 SV=1,107.8,248260.7890625,248856.59375,0.0,2.0,3.0,,2.1354801276472295,2.9268389662027836,0.0,2.5311595469250063,0.5595752010945446,Other,0.32307089298377434
A0A8J5KHG4,"ATP synthase subunit O, mitochondrial OS=Zingiber officinale OX=94328 GN=ZIOFF_058093 PE=3 SV=1",25.6,1300913.625,1036827.0625,1457330.875,7.0,5.0,5.0,7.4741804467653035,4.878064943671306,4.814887493458922,5.7223776279651775,1.5174345733905232,Other,0.8760912594246636
A0A8J5KGM1,RNA helicase OS=Zingiber officinale OX=94328 GN=ZIOFF_050629 PE=3 SV=1,66.0,171619.65625,150704.390625,137022.21875,5.0,8.0,7.0,5.3387003191180735,7.804903909874088,6.740842490842491,6.628148906611551,1.2369579300483817,Other,0.7141579938896755
A0A8J5KFB5,Proteasome subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_056324 PE=3 SV=1,26.5,12561551.140625,8886591.671875,10778206.0078125,20.0,18.0,21.0,21.354801276472294,17.5610337972167,20.222527472527474,19.71278751540549,1.9475738855251101,Other,1.1244323070746078
A0A8J5KEF0,glutathione transferase OS=Zingiber officinale OX=94328 GN=ZIOFF_055256 PE=3 SV=1,24.4,2208986.6875,2688218.96875,0.0,10.0,11.0,,10.677400638236147,10.731742876076872,0.0,10.70457175715651,0.03842576488202886,Antioxidant,0.022185125698456633
A0A8J5KED6,60S ribosomal protein L6 OS=Zingiber officinale OX=94328 GN=ZIOFF_062271 PE=3 SV=1,26.0,132907118.265625,111011369.75,122317051.75,45.0,53.0,51.0,48.04830287206266,51.707488402915835,49.11185243328101,49.62254790275316,1.8822903825408674,Protein Synthesis,1.0867408590530134
A0A8J5KEB8,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_061165 PE=3 SV=1,30.4,6339544.796875,5400646.09375,6357695.15625,10.0,10.0,9.0,10.677400638236147,9.756129887342611,8.66679748822606,9.70010933793494,1.0064715511004645,Other,0.5810866209595534
A0A8J5KDP6,Histone H2A/H2B/H3 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_054464 PE=3 SV=1,16.9,0.0,24752284.9375,14500019.6640625,,14.0,12.0,0.0,13.658581842279656,11.555729984301413,12.607155913290534,1.4869408086071458,Other,0.8584856761183755
A0A8J5KCU7,glutamate dehydrogenase [NAD(P)(+)] OS=Zingiber officinale OX=94328 GN=ZIOFF_053312 PE=3 SV=1,44.6,2533802.171875,2252631.5625,2607103.265625,9.0,7.0,8.0,9.609660574412533,6.829290921139828,7.703819989534276,8.047590495028878,1.421705831930776,Other,0.8208222447736945
A0A8J5KBF2,Ribosomal protein L15 OS=Zingiber officinale OX=94328 GN=ZIOFF_065337 PE=3 SV=1,24.3,108103887.703125,97652044.78125,57497216.59375,25.0,15.0,11.0,26.69350159559037,14.634194831013914,10.592752485609628,17.306816304071305,8.376497455937175,Protein Synthesis,4.836173061051544
A0A8J5KAR0,Large ribosomal subunit protein eL14 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_058239 PE=3 SV=1,15.6,16558175.5,14287938.0,12918277.5,33.0,37.0,51.0,35.235422106179286,36.09768058316766,49.11185243328101,40.14831837420932,7.774611214806054,Protein Synthesis,4.488673877712959
A0A8J5K9X9,ATP-dependent 6-phosphofructokinase OS=Zingiber officinale OX=94328 GN=PFK PE=3 SV=1,59.4,2974729.46875,1535386.265625,0.0,12.0,5.0,,12.812880765883376,4.878064943671306,0.0,8.845472854777341,5.610762075352463,Other,3.239374994563688
A0A8J5K9W1,UDP-glucose 6-dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_061508 PE=3 SV=1,52.8,2961075.15625,1262411.875,1328319.6875,8.0,4.0,6.0,8.541920510588918,3.902451954937044,5.777864992150707,6.07407915255889,2.3338753697102943,Other,1.347463572957276
A0A8J5K9T8,Ribosomal protein L1 OS=Zingiber officinale OX=94328 GN=ZIOFF_063578 PE=4 SV=1,49.9,0.0,356374.3515625,604972.375,,2.0,3.0,0.0,1.951225977468522,2.8889324960753533,2.4200792367719375,0.6630586380697215,Protein Synthesis,0.3828170831780604
A0A8J5K8A0,40S ribosomal protein S16 OS=Zingiber officinale OX=94328 GN=ZIOFF_064418 PE=3 SV=1,19.2,773294.21875,606866.421875,879686.5625,33.0,29.0,28.0,35.235422106179286,28.29277667329357,26.963369963369964,30.163856247614273,4.442118384669537,Protein Synthesis,2.564658245161143
A0A8J5K6T3,Phosphofructokinase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_064817 PE=4 SV=1,23.4,0.0,604166.7265625,0.0,,4.0,,0.0,3.902451954937044,0.0,3.902451954937044,0.0,Other,0.0
A0A8J5ISB3,Peptidyl-prolyl cis-trans isomerase OS=Zingiber officinale OX=94328 GN=ZIOFF_003071 PE=3 SV=1,22.8,2183683.4375,1050735.96875,1522410.0,14.0,11.0,12.0,14.948360893530607,10.731742876076872,11.555729984301413,12.411944584636297,2.234903679725107,Other,1.2903222411021757
A0A8J5IS99,K Homology domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_003041 PE=4 SV=1,50.4,0.0,784751.0,0.0,,2.0,2.0,0.0,1.951225977468522,1.925954997383569,1.9385904874260456,0.017869281385300532,Other,0.010316834418028432
A0A8J5IMP9,Plectin/eS10 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_003128 PE=3 SV=1,20.3,4760001.5625,56322886.15625,57099908.6875,27.0,23.0,23.0,28.828981723237597,22.439098740888006,22.14848246991104,24.472187644678883,3.7758913433071863,Other,2.1800118834891817
A0A8J5IMI9,Large ribosomal subunit protein uL4 C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_002978 PE=3 SV=1,45.2,5479461.609375,5117629.703125,4206940.46875,42.0,41.0,34.0,44.84508268059182,40.00013253810471,32.74123495552067,39.19548339140573,6.091910835270846,Protein Synthesis,3.517166360622821
A0A8J5IIH2,Histone H4 OS=Zingiber officinale OX=94328 GN=ZIOFF_000738 PE=3 SV=1,14.2,30325666.1875,17809850.53125,21227558.8125,26.0,30.0,28.0,27.761241659413983,29.26838966202783,26.963369963369964,27.99766709493726,1.1705561467618617,Other,0.675820906434532
A0A8J5IGV0,Annexin OS=Zingiber officinale OX=94328 GN=ZIOFF_008762 PE=4 SV=1,34.9,0.0,1873642.5,1284396.25,,10.0,10.0,0.0,9.756129887342611,9.629774986917845,9.692952437130227,0.0893464069265036,Exosome Marker,0.0515841720901427
A0A8J5IFF3,Ras-related protein Rab7 OS=Zingiber officinale OX=94328 GN=ZIOFF_007882 PE=3 SV=1,23.2,1292965.546875,1278125.953125,807910.3125,7.0,9.0,8.0,7.4741804467653035,8.78051689860835,7.703819989534276,7.98617244496931,0.6974388239631597,Exosome Marker,0.4026664927584263
A0A8J5IEQ0,40S ribosomal protein S15 OS=Zingiber officinale OX=94328 GN=ZIOFF_004293 PE=3 SV=1,17.3,1702286.0,3018524.5,2347044.703125,20.0,22.0,18.0,21.354801276472294,21.463485752153744,17.33359497645212,20.050627335026054,2.3536464702599056,Protein Synthesis,1.358878423181769
A0A8J5IE62,40S ribosomal protein S19 OS=Zingiber officinale OX=94328 GN=ZIOFF_006350 PE=3 SV=1,15.9,0.0,18786645.65625,20102232.90625,,22.0,21.0,0.0,21.463485752153744,20.222527472527474,20.84300661234061,0.8774900146933271,Protein Synthesis,0.5066190961944012
A0A8J5IE53,non-reducing end alpha-L-arabinofuranosidase OS=Zingiber officinale OX=94328 GN=ZIOFF_007650 PE=3 SV=1,93.7,274811.34375,584987.16015625,550445.3125,2.0,3.0,3.0,2.1354801276472295,2.9268389662027836,2.8889324960753533,2.6504171966417887,0.4463511665582502,Exosome Marker,0.25770096616550925
A0A8J5IE52,60S ribosomal protein L35 OS=Zingiber officinale OX=94328 GN=ZIOFF_003940 PE=3 SV=1,17.1,3289437.75,3602019.75,11833763.0,18.0,12.0,14.0,19.219321148825067,11.707355864811134,13.481684981684982,14.802787331773729,3.926370992610739,Protein Synthesis,2.2668913495221483
A0A8J5IC44,RRM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_002780 PE=4 SV=1,53.6,1059505.8125,313161.40625,1050004.71875,4.0,4.0,6.0,4.270960255294459,3.902451954937044,5.777864992150707,4.650425734127404,0.9936242007203604,Other,0.5736691997592268
A0A8J5IC30,Oryzain alpha chain OS=Zingiber officinale OX=94328 GN=ZIOFF_006560 PE=3 SV=1,50.4,27372535.34375,21136276.46875,25036369.75,14.0,12.0,12.0,14.948360893530607,11.707355864811134,11.555729984301413,12.737148914214385,1.9164658658618938,Other,1.1064720835480937
A0A8J5IB55,Annexin OS=Zingiber officinale OX=94328 GN=ZIOFF_004311 PE=4 SV=1,38.7,11820985.4375,2471333.69140625,685898.240234375,15.0,14.0,14.0,16.01610095735422,13.658581842279656,13.481684981684982,14.385455927106285,1.4149471848186688,Exosome Marker,0.8169201380441616
A0A8J5I9Q3,protein-disulfide reductase OS=Zingiber officinale OX=94328 GN=ZIOFF_004066 PE=3 SV=1,113.3,648015.125,617167.09375,837038.25,12.0,10.0,11.0,12.812880765883376,9.756129887342611,10.592752485609628,11.053921046278539,1.5796957980500448,Antioxidant,0.9120377942419141
A0A8J5I995,Adenosylhomocysteinase OS=Zingiber officinale OX=94328 GN=ZIOFF_001088 PE=3 SV=1,63.3,510523.03125,862518.296875,559429.65625,18.0,22.0,21.0,19.219321148825067,21.463485752153744,20.222527472527474,20.301778124502096,1.1241793411583143,Other,0.6490452452351689
A0A8J5I962,Large ribosomal subunit protein uL2 C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_003738 PE=3 SV=1,28.2,14491325.0,8436486.0,16519240.0,27.0,27.0,27.0,28.828981723237597,26.34155069582505,26.00039246467818,27.05697496124694,1.5440541467433293,Protein Synthesis,0.8914600772656192
A0A8J5I6C8,Guanine nucleotide-binding protein subunit beta-like protein A OS=Zingiber officinale OX=94328 GN=ZIOFF_001980 PE=3 SV=1,35.3,10684498.5625,10702294.46875,13421137.0,36.0,44.0,48.0,38.438642297650134,42.92697150430749,46.22291993720565,42.529511246387756,3.9073297256425934,Other,2.255897868912378
A0A8J5I603,60S ribosomal protein L18a OS=Zingiber officinale OX=94328 GN=ZIOFF_003039 PE=3 SV=1,21.4,19711154.0,15555642.0,19129604.0,36.0,43.0,54.0,38.438642297650134,41.95135851557323,52.00078492935636,44.13026191419325,7.038724543983358,Protein Synthesis,4.063809510220418
A0A8J5I4J9,Small ribosomal subunit protein uS2 OS=Zingiber officinale OX=94328 GN=ZIOFF_010631 PE=3 SV=1,35.4,14246058.0,7837427.5,10835532.0,41.0,39.0,39.0,43.7773426167682,38.04890656063618,37.556122448979586,39.79412387546132,3.45835693661008,Protein Synthesis,1.9966833083056392
A0A8J5I3X5,Large ribosomal subunit protein eL22 OS=Zingiber officinale OX=94328 GN=ZIOFF_009641 PE=3 SV=1,14.3,3937754.5,2665258.25,4220700.0,12.0,10.0,12.0,12.812880765883376,9.756129887342611,11.555729984301413,11.374913545842467,1.53637639323105,Protein Synthesis,0.887027324208533
A0A8J5I343,Large ribosomal subunit protein uL2 C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_008176 PE=3 SV=1,28.2,12857332.0,15207179.0,15907838.0,27.0,27.0,27.0,28.828981723237597,26.34155069582505,26.00039246467818,27.05697496124694,1.5440541467433293,Protein Synthesis,0.8914600772656192
A0A8J5I2Y1,Cytosol aminopeptidase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_006725 PE=3 SV=1,61.6,6957508.90625,5116863.40625,9642087.6875,17.0,14.0,19.0,18.15158108500145,13.658581842279656,18.296572475143904,16.70224513414167,2.6368864786856294,Other,1.5224071182916326
A0A8J5I1L5,Large ribosomal subunit protein eL22 OS=Zingiber officinale OX=94328 GN=ZIOFF_016428 PE=3 SV=1,14.2,823799.1875,436506.84375,852083.71875,17.0,13.0,18.0,18.15158108500145,12.682968853545393,17.33359497645212,16.056048304999653,2.949665075531826,Protein Synthesis,1.7029899253775378
A0A8J5I0B8,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_012726 PE=3 SV=1,74.3,2370523.71875,1653616.78125,2201899.375,38.0,39.0,39.0,40.574122425297354,38.04890656063618,37.556122448979586,38.7263838116377,1.619046797804791,Other,0.9347571045431978
A0A8J5HZS2,60S ribosomal protein L31 OS=Zingiber officinale OX=94328 GN=ZIOFF_002384 PE=3 SV=1,13.8,1136981.09375,12351825.625,602777.75,2.0,2.0,2.0,2.1354801276472295,1.951225977468522,1.925954997383569,2.0042203674997734,0.1143743812402466,Protein Synthesis,0.06603407979745327
A0A8J5HZG8,40S ribosomal protein S25 OS=Zingiber officinale OX=94328 GN=ZIOFF_009423 PE=3 SV=1,11.9,3222854.75,3090556.875,5371722.5,5.0,6.0,3.0,5.3387003191180735,5.853677932405567,2.8889324960753533,4.693770249199665,1.584102260548203,Protein Synthesis,0.9145818665513997
A0A8J5HZA1,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_012026 PE=3 SV=1,30.6,0.0,0.0,0.0,,2.0,,0.0,1.951225977468522,0.0,1.951225977468522,0.0,Other,0.0
A0A8J5HYJ3,40S ribosomal protein S28 OS=Zingiber officinale OX=94328 GN=ZIOFF_001376 PE=3 SV=1,11.8,3429815.5625,2542113.25,2368090.75,4.0,4.0,4.0,4.270960255294459,3.902451954937044,3.851909994767138,4.008440734999547,0.2287487624804932,Protein Synthesis,0.13206815959490653
A0A8J5HXN2,Large ribosomal subunit protein eL24-related N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_019245 PE=3 SV=1,17.2,1838456.21875,0.0,1613123.5,8.0,5.0,6.0,8.541920510588918,4.878064943671306,5.777864992150707,6.399283482136977,1.9093402286080117,Protein Synthesis,1.1023580949614171
A0A8J5HX36,Large ribosomal subunit protein uL4 C-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_009200 PE=3 SV=1,46.1,21544114.6484375,16368729.25,22314836.609375,58.0,52.0,53.0,61.928923701769655,50.73187541418157,51.03780743066457,54.56620218220527,6.3781384220374004,Protein Synthesis,3.682419934891988
A0A8J5HWH8,KOW domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_002178 PE=3 SV=1,45.0,4983238.3125,1718629.25,1276036.375,16.0,14.0,15.0,17.083841021177836,13.658581842279656,14.444662480376765,15.062361781278085,1.7942308743322428,Other,1.0358996782840582
A0A8J5HUU0,60S ribosomal protein L11 OS=Zingiber officinale OX=94328 GN=ZIOFF_010011 PE=3 SV=1,27.3,57274320.625,44871253.5625,55992067.0,30.0,31.0,29.0,32.03220191470844,30.24400265076209,27.926347462061745,30.067517342510758,2.058608873633137,Protein Synthesis,1.188538387348244
A0A8J5HUD3,40S ribosomal protein S14 OS=Zingiber officinale OX=94328 GN=ZIOFF_005557 PE=3 SV=1,22.6,126703434.625,110292334.84375,83677206.0,31.0,25.0,26.0,33.09994197853206,24.390324718356528,25.037414965986393,27.509227220958326,4.852499363478452,Protein Synthesis,2.801591813746772
A0A8J5HU87,PABP OS=Zingiber officinale OX=94328 GN=ZIOFF_007659 PE=3 SV=1,68.4,6533215.015625,2484316.546875,3470730.78125,17.0,14.0,14.0,18.15158108500145,13.658581842279656,13.481684981684982,15.09728263632203,2.6465784297893173,Other,1.5280027688703195
A0A8J5HSU7,40S ribosomal protein S19 OS=Zingiber officinale OX=94328 GN=ZIOFF_012752 PE=3 SV=1,22.8,2026223.375,1887610.3125,0.0,15.0,9.0,,16.01610095735422,8.78051689860835,0.0,12.398308927981285,5.116330553784488,Protein Synthesis,2.9539148224905816
A0A8J5HSQ7,14-3-3 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_008645 PE=3 SV=1,28.9,816922.34375,366437.21875,0.0,6.0,2.0,,6.406440382941688,1.951225977468522,0.0,4.178833180205105,3.1503123177500685,Other,1.818833664684396
A0A8J5HSP2,Puromycin-sensitive aminopeptidase OS=Zingiber officinale OX=94328 GN=ZIOFF_016388 PE=3 SV=1,111.4,276072.40625,492240.625,943690.421875,2.0,2.0,4.0,2.1354801276472295,1.951225977468522,3.851909994767138,2.64620536662763,1.0482271393654574,Other,0.6051942210845183
A0A8J5HS37,Retrovirus-related Pol polyprotein from transposon TNT 1-94-like beta-barrel domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_016019 PE=3 SV=1,16.5,24430342.375,17557377.125,27680926.8125,12.0,12.0,14.0,12.812880765883376,11.707355864811134,13.481684981684982,12.667307204126496,0.8960773962992926,Other,0.5173505259681356
A0A8J5HRM1,KOW domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_007638 PE=3 SV=1,17.8,15212208.25,7743110.5,4170042.75,17.0,14.0,15.0,18.15158108500145,13.658581842279656,14.444662480376765,15.418275135885956,2.399521150354881,Other,1.3853641820835911
A0A8J5HR62,40S ribosomal protein S4 OS=Zingiber officinale OX=94328 GN=ZIOFF_005660 PE=3 SV=1,33.8,409571.4375,636086.625,833257.75,44.0,51.0,59.0,46.98056280823905,49.75626242544731,56.81567242281528,51.184165885500555,5.070653458984006,Protein Synthesis,2.927543139511723
